Code,Searched keyword,Index,Job title,Company,Location,Min salary,Max salary,Link
2144,วิศวกรเครื่องกล,9,Electrical / Mechanical Engineer (วิศวกรไฟฟ้า/วิศวกรเครื่องกล),บริษัท มาย แพชชั่น แอนด์ อินสไปเรชั่น จำกัด,อ.เมืองระยอง จ.ระยอง,"25,000","40,000",jobthai.com/th/company/job/1135524
2144,วิศวกรเครื่องกล,10,พนักงานเขียนแบบเครื่องกล/วิศวกรโครงการ,บริษัท พลิค คอร์ปอเรชั่น จำกัด,อ.สามโคก จ.ปทุมธานี,"18,000","35,000",jobthai.com/th/company/job/1055132
2144,วิศวกรเครื่องกล,11,"วิศวกรรมศาสตร์ เครื่องกล ,ไฟฟ้า ,Software","Triple a engineering and supply co.,ltd.",อ.เมืองชลบุรี จ.ชลบุรี,"20,000",-,jobthai.com/th/company/job/1287248
2144,วิศวกรเครื่องกล,12,Mechanical Design Engineers วิศวกรออกแบบเครื่องกล,บริษัท ลอจิคอน เอ็นจิเนียริ่ง จำกัด,อ.เมืองชลบุรี จ.ชลบุรี,"20,000","30,000",jobthai.com/th/company/job/1256651
2144,วิศวกรเครื่องกล,13,Control Engineer – ยินดีรับเด็กจบใหม่,บริษัท โทเทิล เซอร์วิส ดิเวลลอปเมนท์ จำกัด,เขตทุ่งครุ กรุงเทพมหานคร,"15,000","25,000",jobthai.com/th/company/job/1326396
2144,วิศวกรเครื่องกล,14,วิศวกรจัดซื้อ (Purchasing Engineer),"บริษัท อนุสรณ์ เบสเซฟ จำกัด, บริษัท ปิยะมณี กรุ๊ป จำกัด",อ.เมืองระยอง จ.ระยอง,"20,000","30,000",jobthai.com/th/company/job/1279052
2144,วิศวกรเครื่องกล,15,PSE ช่างเทคนิคไฟฟ้าติดตั้ง,กลุ่มบริษัท ศรีตรังแอโกรอินดัสทรี จำกัด (มหาชน),อ.กาญจนดิษฐ์ จ.สุราษฎร์ธานี,"400,000","600,00",jobthai.com/th/company/job/870443
2144,วิศวกรเครื่องกล,16,วิศวกรบริการ,บริษัท เทอร์มีเดซ จำกัด,เขตลาดกระบัง กรุงเทพมหานคร,"15,000","20,000",jobthai.com/th/company/job/1249387
2144,วิศวกรเครื่องกล,17,วิศวกรนวัตกรรม,บริษัท เมืองสะอาด จำกัด,เขตคันนายาว กรุงเทพมหานคร,"20,000","30,000",jobthai.com/th/company/job/1186322
2144,วิศวกรเครื่องกล,18,วิศวกรสนามระบบไฟฟ้า,บริษัท ไอทีพี ดีเวลลอปเม้นท์  จำกัด,กรุงเทพมหานคร,"20,000","40,000",jobthai.com/th/company/job/1141654
2144,วิศวกรเครื่องกล,19,วิศวกรออกแบบ,บริษัท สเตป โซลูชั่นส์ จำกัด,เขตคลองสามวา กรุงเทพมหานคร,"17,000",-,jobthai.com/th/company/job/1290926
2144,วิศวกรเครื่องกล,20,Project Engineer วิศวกรโยธา  เขาใหญ่,บริษัท นารา พลัส คอนซัลท์ จำกัด,อ.ปากช่อง จ.นครราชสีมา,"35,000",-,jobthai.com/th/company/job/1023667
2144,วิศวกรเครื่องกล,21,หัวหน้าแผนกช่างไฟฟ้า,บริษัท กระจกลวดลายไทย จำกัด,อ.บางปะกง จ.ฉะเชิงเทรา,"30,000",-,jobthai.com/th/company/job/1330213
2144,วิศวกรเครื่องกล,22,หัวหน้าแผนกช่างกล,บริษัท กระจกลวดลายไทย จำกัด,อ.บางปะกง จ.ฉะเชิงเทรา,"30,000",-,jobthai.com/th/company/job/1330218
2144,วิศวกรเครื่องกล,23,Project Manager ผู้จัดการโครงการ,บริษัท นารา พลัส คอนซัลท์ จำกัด,เขตห้วยขวาง กรุงเทพมหานคร,"40,000",-,jobthai.com/th/company/job/902388
2144,วิศวกรเครื่องกล,24,วิศวกรออกแบบแม่พิมพ์,บริษัท เอส. เค. โพลีเมอร์ จำกัด,เขตบางขุนเทียน กรุงเทพมหานคร,"18,000",-,jobthai.com/th/company/job/1053830
2144,วิศวกรเครื่องกล,25,ช่างไฟฟ้า,บริษัท สยามเอ็มซี เอ็นจิเนียริ่ง  จำกัด,อ.ศรีราชา จ.ชลบุรี,"12,000","15,000",jobthai.com/th/company/job/477631
2144,วิศวกรเครื่องกล,26,วิศวกร CNC (LINE ID :tmating1),"TMA CONSULTANT MANAGEMENT CO.,LTD",อ.อุทัย จ.พระนครศรีอยุธยา,"18,000","25,000",jobthai.com/th/company/job/1282308
2144,วิศวกรเครื่องกล,27,วิศวกรไฟฟ้า,บริษัท อี-สแควร์ สิ่งแวดล้อมและวิศวกรรม จำกัด,เขตบางกะปิ กรุงเทพมหานคร,"25,000","30,000",jobthai.com/th/company/job/1328727
2144,วิศวกรเครื่องกล,28,วิศวกรสิ่งแวดล้อม,บริษัท อี-สแควร์ สิ่งแวดล้อมและวิศวกรรม จำกัด,เขตบางกะปิ กรุงเทพมหานคร,"25,000","30,000",jobthai.com/th/company/job/500512
2144,วิศวกรเครื่องกล,29,ผอ.จักรกลยานยนต์/ผช.ผจก. ฝ่ายบริการจักรกลเกษตร/ผช.ผจก. ฝ่ายซ่อมและบริการยานยนต์,บริษัท เคเอจี จำกัด,อ.วัฒนานคร จ.สระแก้ว,"45,000","90,000",jobthai.com/th/company/job/1284579
2144,วิศวกรเครื่องกล,30,ช่างไฟฟ้า,บริษัท เซอร์คูล่า เอ็นเนอร์ยี จำกัด (สำนักงานใหญ่),เขตส่งเสริมอุตสาหกรรมนวนคร ปทุมธานี จ.ปทุมธานี,"13,000",-,jobthai.com/th/company/job/1257961
2144,วิศวกรเครื่องกล,31,วิศวกร,บริษัท เจ แอล โปรดักส์ จำกัด,อ.เมืองสมุทรสาคร จ.สมุทรสาคร,"15,000","25,000",jobthai.com/th/company/job/692617
2144,วิศวกรเครื่องกล,32,ช่างเชื่อม/ผู้ช่วยช่าง,บริษัท ไทยพัฒนกิจ วิศวกรรม จำกัด,อ.เมืองชลบุรี จ.ชลบุรี,"15,000","28,000",jobthai.com/th/company/job/1314512
2144,วิศวกรเครื่องกล,33,วิศวกรโรงงาน,บริษัท ซุยโกะ แมชีนเนอรี่ (ไทยแลนด์) จำกัด,เขตลาดกระบัง กรุงเทพมหานคร,"15,000","17,000",jobthai.com/th/company/job/1185928
2144,วิศวกรเครื่องกล,34,Production Engineering Staff,"TRIS (THAILAND) CO.,LTD",สวนอุตสาหกรรมโรจนะ (ระยอง) จ.ระยอง,"15,000",-,jobthai.com/th/company/job/1290558
2144,วิศวกรเครื่องกล,35,Production Engineer,บริษัท ไทยเบนกัน จำกัด,อ.พระประแดง จ.สมุทรปราการ,"18,000","20,000",jobthai.com/th/company/job/1327971
2144,วิศวกรเครื่องกล,36,วิศวกรต้นแบบ (Prototype Engineer),บริษัท ฟอร์ท อีเอ็มเอส จำกัด,อ.สามพราน จ.นครปฐม,"20,000","30,000",jobthai.com/th/company/job/1327211
2144,วิศวกรเครื่องกล,37,วิศวกรถอดแบบ-ประเมินราคา,บริษัท เอเชีย ซินเทค จำกัด,เขตทุ่งครุ กรุงเทพมหานคร,"20,000","35,000",jobthai.com/th/company/job/1324597
2144,วิศวกรเครื่องกล,38,วิศวกรการเชื่อม (Welding Engineer),บริษัท ฟอร์ท อีเอ็มเอส จำกัด,อ.สามพราน จ.นครปฐม,"18,500","30,000",jobthai.com/th/company/job/1327099
2144,วิศวกรเครื่องกล,39,เจ้าหน้าที่คลังสินค้า,บริษัท นิวเทคลูบส์ เอเซีย จำกัด,อ.สามพราน จ.นครปฐม,"15,000","20,000",jobthai.com/th/company/job/1325438
2144,วิศวกรเครื่องกล,40,วิศวกรขาย,บริษัท นิวเทคลูบส์ เอเซีย จำกัด,อ.สามพราน จ.นครปฐม,"15,000","20,000",jobthai.com/th/company/job/1272015
2144,วิศวกรเครื่องกล,41,เจ้าหน้าที่คลังสินค้า,บริษัท นิวเทคลูบส์ เอเซีย จำกัด,อ.สามพราน จ.นครปฐม,"15,000","20,000",jobthai.com/th/company/job/1325438
2144,วิศวกรเครื่องกล,42,วิศวกรงานช่าง,บริษัท เพาว์เวอร์ ยูต้า กรุ๊ป จำกัด,อ.เมืองชลบุรี จ.ชลบุรี,"20,000",-,jobthai.com/th/company/job/1330194
2144,วิศวกรเครื่องกล,43,เขียนแบบ ( โครงสร้าง สถาปัตฯ ),บริษัท อีเอ็มซี จำกัด (มหาชน),เขตบางรัก กรุงเทพมหานคร,"20,000","40,000",jobthai.com/th/company/job/347968
2144,วิศวกรเครื่องกล,44,ผู้จัดการโครงการ( โยธา ) สามัญวิศวกร,บริษัท อีเอ็มซี จำกัด (มหาชน),เขตปทุมวัน กรุงเทพมหานคร,"60,000","80,000",jobthai.com/th/company/job/505462
2144,วิศวกรเครื่องกล,45,วิศวกรขาย,"INFORM-UMH (Thailand) Co., Ltd.",อ.ศรีราชา จ.ชลบุรี,"60,000","80,000",jobthai.com/th/company/job/1324061
2144,วิศวกรเครื่องกล,46,ธุรการ,บริษัท มาย พี.เอส กรุ๊ป จำกัด,อ.บางพลี จ.สมุทรปราการ,"12,000","15,000",jobthai.com/th/company/job/1060262
2144,วิศวกรเครื่องกล,47,ช่างไฟฟ้า,บริษัท เอส.บี.แอล อินดัสเตรียล จำกัด,อ.เมืองสมุทรสาคร จ.สมุทรสาคร,"20,000","25,000",jobthai.com/th/company/job/1204757
2144,วิศวกรเครื่องกล,48,พนักงานขับรถประจำโครงการ,บริษัท ไทรทัน เอ็นจีเนียริ่ง แอนด์ คอนสตรัคชั่น จำกัด (มหาชน),อ.บางกรวย จ.นนทบุรี,"600,000",",000",jobthai.com/th/company/job/1324200
2144,วิศวกรเครื่องกล,49,วิศวกรออกแบบ,บริษัท ไทยคูณ เทคโนโลยี จำกัด,อ.บ้านบึง จ.ชลบุรี,"18,000","25,000",jobthai.com/th/company/job/974968
2144,วิศวกรเครื่องกล,50,Maintenance Manager ประจำที่ลาดหลุมแก้ว ปทุมธานี รับสมัครด่วน,บริษัท มายด์เอจ อินโนเวชั่น จำกัด,อ.ลาดหลุมแก้ว จ.ปทุมธานี,"45,000","50,000",jobthai.com/th/company/job/1146667
2144,วิศวกรเครื่องกล,51,Engineers,บริษัท มูราโมโต้ อีเล็คตรอน (ประเทศไทย) จำกัด (มหาชน),อ.บางเสาธง จ.สมุทรปราการ,"16,000","18,000",jobthai.com/th/company/job/818451
2144,วิศวกรเครื่องกล,52,ช่างไฟฟ้า ปรับอากาศ ประปา (รพ.กรุงเทพสุราษฎร์),บริษัท อตาเลี่ยน ฟาซิลิตี้ แมนเนจเมนท์ จำกัด,อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี,"13,000","15,000",jobthai.com/th/company/job/1331563
2144,วิศวกรเครื่องกล,53,Electrical/Mechanical Project Engineer,"Latitude 1 Maritime Co., Ltd.",อ.เมืองภูเก็ต จ.ภูเก็ต,"40,000","50,000",jobthai.com/th/company/job/1322379
2144,วิศวกรเครื่องกล,54,Application Engineer / Design Engineer,บริษัท เอเบิล ซัคเซส จำกัด,เขตลาดกระบัง กรุงเทพมหานคร,"18,000","40,000",jobthai.com/th/company/job/638520
2144,วิศวกรเครื่องกล,55,วิศวกรไฟฟ้า,บริษัท ออล โคโค กรุ๊ป จำกัด บริษัทในเครือ เซปเป้ จำกัด (มหาชน),อ.บ้านแพ้ว จ.สมุทรสาคร,"20,000","35,000",jobthai.com/th/company/job/1233413
2144,วิศวกรเครื่องกล,56,ช่างไฟฟ้า ช่างซ่อมบำรุง ช่างอาคาร,บริษัท ไบนารี่ เพาเวอร์ เอ็นจิเนียริ่ง จำกัด,เขตห้วยขวาง กรุงเทพมหานคร,"12,000","16,000",jobthai.com/th/company/job/928298
2144,วิศวกรเครื่องกล,57,Forman/Inspector -New Plant (ปฎิบัติงานในบริษัท IRPC จัวหวัดระยอง),บริษัท บิซิเนส เซอร์วิสเซส อัลไลแอนซ์ จำกัด,อ.เมืองระยอง จ.ระยอง,"25,000","40,000",jobthai.com/th/company/job/1250520
2144,วิศวกรเครื่องกล,58,Sale Office(ระบบควบคุมอัตโนมัติ),บริษัท ซอล์ฟเทค อินโนเวชั่น จำกัด,เขตบางขุนเทียน กรุงเทพมหานคร,"14,000","18,000",jobthai.com/th/company/job/1265845
2144,วิศวกรเครื่องกล,59,Technical Supervisor หรือ Asst. Manager ประจำงานนิคม304 ปราจีนบุรี,"Personnel Consultant Manpower (Thailand) Co., Ltd.",สวนอุตสาหกรรม 304 จ.ปราจีนบุรี,"25,000","45,000",jobthai.com/th/company/job/1243612
2144,วิศวกรเครื่องกล,60,CAD/CAM Engineer,บริษัท เอเบิล ซัคเซส จำกัด,อ.บางพลี จ.สมุทรปราการ,"15,000","50,000",jobthai.com/th/company/job/1198189
2144,วิศวกรเครื่องกล,61,Die setter and stamping Staff - ชลบุรี,"OS Recruitment ( Thailand ) Co., Ltd.",นิคมอุตสาหกรรมอมตะซิตี้ ชลบุรี จ.ชลบุรี,"13,000","18,000",jobthai.com/th/company/job/1319820
2144,วิศวกรเครื่องกล,62,พนักงานธุรการ,บริษัท อินเตอร์เนชั่นแนล เอ็นจิเนียริ่ง คอนซัลแต้นส์ จำกัด,เขตพระนคร กรุงเทพมหานคร,"12,000",-,jobthai.com/th/company/job/1001038
2144,วิศวกรเครื่องกล,63,ผู้จัดการฝ่ายวิศวกรรมการผลิต,บริษัท แพรนด้า จิวเวลรี่ จำกัด (มหาชน),เขตบางนา กรุงเทพมหานคร,"60,000","100,00",jobthai.com/th/company/job/1291752
2144,วิศวกรเครื่องกล,64,วิศวกรขายด้านเทคนิค,บริษัท ไทยอินเตอร์แก๊ส แอนด์เคมิคัล ซัพพลาย จำกัด,อ.บางพลี จ.สมุทรปราการ,"18,000",-,jobthai.com/th/company/job/1329012
2144,วิศวกรเครื่องกล,65,Customer Service - ฉะเชิงเทรา,"OS Recruitment ( Thailand ) Co., Ltd.",อ.บางปะกง จ.ฉะเชิงเทรา,"30,000",-,jobthai.com/th/company/job/1329550
2144,วิศวกรเครื่องกล,66,หัวหน้าฝ่ายผลิตส่วนหลัง,บริษัท วี กรีน อะกริคัลเจอร์ จำกัด,อ.วารินชำราบ จ.อุบลราชธานี,"15,000","20,000",jobthai.com/th/company/job/1319590
2144,วิศวกรเครื่องกล,67,วิศวกรไฟฟ้า,บริษัท ธนบุรีประกอบรถยนต์ จำกัด,อ.เมืองสมุทรปราการ จ.สมุทรปราการ,"18,000","20,000",jobthai.com/th/company/job/1180275
2144,วิศวกรเครื่องกล,68,Japanese Interpreter (ล่ามญี่ปุ่น),บริษัท จัดหางาน พีโอเอช (ไทยแลนด์) จำกัด,นิคมอุตสาหกรรมอมตะซิตี้ ชลบุรี จ.ชลบุรี,"50,000",-,jobthai.com/th/company/job/1324400
2144,วิศวกรเครื่องกล,69,Senior Mechanical & Electrical Engineer,บริษัท เจเอเอส แอสเซ็ท จำกัด (มหาชน),เขตคลองสามวา กรุงเทพมหานคร,"25,000",-,jobthai.com/th/company/job/1300967
2144,วิศวกรเครื่องกล,70,วิศวกรประจำโรงงาน/จป.วิชาชีพ,บริษัท เจ.ซี.เจ.จำกัด,เขตจอมทอง กรุงเทพมหานคร,"17,000","25,000",jobthai.com/th/company/job/1163576
2144,วิศวกรเครื่องกล,71,พนักงานเลเซอร์,บริษัท ลิกมันไลท์ติ้ง จำกัด,อ.เมืองฉะเชิงเทรา จ.ฉะเชิงเทรา,"10,000","18,000",jobthai.com/th/company/job/1308207
2144,วิศวกรเครื่องกล,72,ผู้จัดการแผนกช่างซ่อมบำรุง,บริษัท ยืนยง เอ็นเตอร์ไพรส์ จำกัด,อ.เมืองสมุทรปราการ จ.สมุทรปราการ,"30,000","40,000",jobthai.com/th/company/job/1040273
2144,วิศวกรเครื่องกล,73,โฟร์แมน,บริษัท แวลลู แอดวานซ์ เอนจิเนียริ่ง จำกัด,กรุงเทพมหานคร,"15,000",-,jobthai.com/th/company/job/1075944
2144,วิศวกรเครื่องกล,74,Draftman / AutoCad,"Integrated Precision Engineering (Thailand) Co., Ltd.",อ.วังน้อย จ.พระนครศรีอยุธยา,"13,000","22,000",jobthai.com/th/company/job/1133884
2144,วิศวกรเครื่องกล,75,วิศวกรซ่อมเครื่องจักรกล,บริษัท คอปเปอร์ เมททอล จำกัด,อ.โคกสำโรง จ.ลพบุรี,"35,000","45,000",jobthai.com/th/company/job/1309113
2144,วิศวกรเครื่องกล,76,วิศวกรสนาม งานระบบประกอบอาคาร (ไฟฟ้า ประปา แอร์),"Pido International Co., Ltd.",เขตห้วยขวาง กรุงเทพมหานคร,"18,000","30,000",jobthai.com/th/company/job/1330929
2144,วิศวกรเครื่องกล,77,SITE PROJECT MANAGER/ผู้จัดการโครงการไซต์งาน,บริษัท เวอร์เท็คซ์ เอ็นจิเนียริ่ง จำกัด,อ.เมืองสมุทรปราการ จ.สมุทรปราการ,"35,000","50,000",jobthai.com/th/company/job/1301824
2144,วิศวกรเครื่องกล,78,วิศวกรไฟฟฟ้า,บริษัท ภูเก็ตรอยัล คอนสตรัคชั่น แอนด์ รีโนเวชั่น จำกัด,อ.กะทู้ จ.ภูเก็ต,"35,000","40,000",jobthai.com/th/company/job/1266959
2144,วิศวกรเครื่องกล,79,Design Engineer,บริษัท โทแอคส์ (ประเทศไทย) จำกัด,อ.เมืองชลบุรี จ.ชลบุรี,"16,000","18,000",jobthai.com/th/company/job/935439
2144,วิศวกรเครื่องกล,80,Production Engineer,บริษัท เค.อาร์ อุตสาหกรรมพลาสติก จำกัด,อ.เมืองขอนแก่น จ.ขอนแก่น,"21,000","500,00",jobthai.com/th/company/job/910282
2144,วิศวกรเครื่องกล,81,ผู้จัดการฝ่ายวิศวกรรม,บริษัท สหไทยการพิมพ์และบรรจุภัณฑ์ จำกัด (มหาชน),อ.ลาดหลุมแก้ว จ.ปทุมธานี,"50,000","70,000",jobthai.com/th/company/job/1297274
2144,วิศวกรเครื่องกล,82,หัวหน้างานระบบ,บริษัท ที.ที.เอส.เอ็นจิเนียริ่ง (2004) จำกัด,เขตปทุมวัน กรุงเทพมหานคร,"16,500","30,000",jobthai.com/th/company/job/1317515
2144,วิศวกรเครื่องกล,83,หัวหน้าฝ่ายผลิต (ประจำสาขาสุราษฏร์ฯ),บริษัท วงศ์บัณฑิต จำกัด,อ.พุนพิน จ.สุราษฎร์ธานี,"16,000","25,000",jobthai.com/th/company/job/898056
2144,วิศวกรเครื่องกล,84,ช่างไฟฟ้า,บริษัท จัดเต็ม วิศวกรรม จำกัด,อ.บางพลี จ.สมุทรปราการ,"14,000","18,000",jobthai.com/th/company/job/1159740
2144,วิศวกรเครื่องกล,85,ธุรการฝ่ายจัดซื้อ,บริษัท จัดเต็ม วิศวกรรม จำกัด,อ.บางพลี จ.สมุทรปราการ,"16,000","20,000",jobthai.com/th/company/job/1329974
2144,วิศวกรเครื่องกล,86,เจ้าหน้าที่ฝ่ายบุคคล-ธุรการ,บริษัท จัดเต็ม วิศวกรรม จำกัด,อ.บางพลี จ.สมุทรปราการ,"16,000","20,000",jobthai.com/th/company/job/1329967
2144,วิศวกรเครื่องกล,87,ธุรการสโตร์ประจำไซต์งาน,บริษัท จัดเต็ม วิศวกรรม จำกัด,อ.บางพลี จ.สมุทรปราการ,"12,000",-,jobthai.com/th/company/job/1329956
2144,วิศวกรเครื่องกล,88,"โฟร์แมนตรวจสอบคุณภาพ/QA,QC",บริษัท จัดเต็ม วิศวกรรม จำกัด,อ.บางพลี จ.สมุทรปราการ,"19,000",-,jobthai.com/th/company/job/1330295
2144,วิศวกรเครื่องกล,89,ช่างซ่อมบำรุง/ วิศวกรซ่อมบำรุง (โรงงานอาหารสัตว์),บริษัท ฟาร์มบุญยวรรณ จำกัด,อ.บ้านบึง จ.ชลบุรี,"1,7,000","000,20",jobthai.com/th/company/job/1323185
2144,วิศวกรเครื่องกล,90,ช่างซ่อมบำรุง (ปวช.-ปวส),บริษัท ไทย เอ็น ดี ที จำกัด (มหาชน),หลายจังหวัด,"12,000","13,000",jobthai.com/th/company/job/505016
2144,วิศวกรเครื่องกล,91,ช่างเทคนิคฝึกหัด (NDT) วุฒิ ปวช-ปวส. (กรุงเทพ ),บริษัท ไทย เอ็น ดี ที จำกัด (มหาชน),หลายจังหวัด,"11,000","13,000",jobthai.com/th/company/job/1278012
2144,วิศวกรเครื่องกล,92,Senior Engineer,บริษัท อมรมาศ จำกัด,เขตวัฒนา กรุงเทพมหานคร,"80,000",-,jobthai.com/th/company/job/1323657
2144,วิศวกรเครื่องกล,93,Design Engineer,บริษัท เอ.เอส.อินโนเทค จำกัด,อ.ลาดหลุมแก้ว จ.ปทุมธานี,"18,000","22,000",jobthai.com/th/company/job/1279872
2144,วิศวกรเครื่องกล,94,Production Engineer,บริษัท ทีโอเอ เพอฟอร์มมานซ์ โค๊ทติ้ง คอร์ปอเรชั่น จำกัด,อ.เมืองสมุทรปราการ จ.สมุทรปราการ,"18,000","30,000",jobthai.com/th/company/job/1315409
2144,วิศวกรเครื่องกล,95,Engineer / Technical service,บริษัท ซัง-เอ เทค (ประเทศไทย) จำกัด,เขตบางนา กรุงเทพมหานคร,"22,000","30,000",jobthai.com/th/company/job/1213237
2144,วิศวกรเครื่องกล,96,วิศวกร (ไฟฟ้า),บริษัท ยูไนเต็ด สตีลเวอร์ค จำกัด,อ.กระทุ่มแบน จ.สมุทรสาคร,"18,000","30,000",jobthai.com/th/company/job/1025467
2144,วิศวกรเครื่องกล,97,CNC Center,บริษัท พี.เทคโนโปรเกรส จำกัด,อ.บางพลี จ.สมุทรปราการ,"15,000","18,000",jobthai.com/th/company/job/1326045
2144,วิศวกรเครื่องกล,98,Production Engineer,บริษัท รอย คอนซูเมอร์ โปรดักส์,อ.พุทธมณฑล จ.นครปฐม,"17,000","22,000",jobthai.com/th/company/job/1255446
2144,วิศวกรเครื่องกล,99,วิศวกรจัดซื้อต่างประเทศ,"บริษัท เวสเตอร์ เอสอีเอ จำกัด / WELTER SEA Co., Ltd.",เขตมีนบุรี กรุงเทพมหานคร,"18,000","25,000",jobthai.com/th/company/job/1315104
2144,วิศวกรเครื่องกล,100,วิศวกรซ่อมบำรุง เครื่องจักร,บริษัท กรีน รับเบอร์ เอ็นเนอร์ยี่ จำกัด,อ.เมืองสมุทรปราการ จ.สมุทรปราการ,"18,000","28,000",jobthai.com/th/company/job/1241485
2145,วิศวกรเคมี,1,วิศวกรเคมี,บริษัท กร สโตน จำกัด,อ.มโนรมย์ จ.ชัยนาท,"25,000","50,000",jobthai.com/th/company/job/1312228
2145,วิศวกรเคมี,2,Chemist Inspector (ผู้ตรวจสอบน้ำมัน สาขา ศรีราชา ชลบุรี),"SGS (Thailand) Co., Ltd.",อ.ศรีราชา จ.ชลบุรี,"15,000","17,000",jobthai.com/th/company/job/1223194
2145,วิศวกรเคมี,3,วิศวกรสีและเคมี,บริษัท ศรีวัฒนาวู้ดดิ้ง อินดัสทรีส์ จำกัด,อ.บางบาล จ.พระนครศรีอยุธยา,"20,000","30,000",jobthai.com/th/company/job/1222115
2145,วิศวกรเคมี,4,ช่างซ่อมบำรุง (ปวช.-ปวส),บริษัท ไทย เอ็น ดี ที จำกัด (มหาชน),หลายจังหวัด,"12,000","13,000",jobthai.com/th/company/job/505016
2145,วิศวกรเคมี,5,ช่างเทคนิคฝึกหัด (NDT) วุฒิ ปวช-ปวส. (กรุงเทพ ),บริษัท ไทย เอ็น ดี ที จำกัด (มหาชน),หลายจังหวัด,"11,000","13,000",jobthai.com/th/company/job/1278012
2145,วิศวกรเคมี,6,Sales Engineer & Technical Engineer,ห้างหุ้นส่วนจำกัด กู๊ดเวลล์ เอ็นจิเนียริ่ง,อ.ลาดหลุมแก้ว จ.ปทุมธานี,"16,000","20,000",jobthai.com/th/company/job/1289817
2145,วิศวกรเคมี,7,Accounting&Admin Ofiicer,ห้างหุ้นส่วนจำกัด กู๊ดเวลล์ เอ็นจิเนียริ่ง,อ.ลาดหลุมแก้ว จ.ปทุมธานี,"18,000","23,000",jobthai.com/th/company/job/1289811
2145,วิศวกรเคมี,8,Engineering,บริษัท อุโตกุ (ประเทศไทย) จำกัด,อ.เมืองระยอง จ.ระยอง,"18,000","20,000",jobthai.com/th/company/job/1320304
2145,วิศวกรเคมี,9,ผู้จัดการแผนกผลิต (ปฏิบัติงานที่นิคมบางปูเหนือ),บริษัท  ออฟติมอล เทค  จำกัด,นิคมอุตสาหกรรมบางปูเหนือ จ.สมุทรปราการ,"22,000","25,000",jobthai.com/th/company/job/1153835
2145,วิศวกรเคมี,10,พนักงานขับรถประจำโครงการ,บริษัท ไทรทัน เอ็นจีเนียริ่ง แอนด์ คอนสตรัคชั่น จำกัด (มหาชน),อ.บางกรวย จ.นนทบุรี,"600,000",",000",jobthai.com/th/company/job/1324200
2145,วิศวกรเคมี,11,"ช่างไฟฟ้า, ช่างซ่อมบำรุง, วิศวกร",บริษัท ไทย วี เค คอร์ปอเรชั่น จำกัด,อ.ลาดหลุมแก้ว จ.ปทุมธานี,"15,000","20,000",jobthai.com/th/company/job/1199049
2145,วิศวกรเคมี,12,Sales Representative / ซอยสาธุประดิษฐ์ 15,ไบรเทน กรุ๊ป,เขตยานนาวา กรุงเทพมหานคร,"15,000","30,000",jobthai.com/th/company/job/754611
2145,วิศวกรเคมี,13,SITE PROJECT MANAGER/ผู้จัดการโครงการไซต์งาน,บริษัท เวอร์เท็คซ์ เอ็นจิเนียริ่ง จำกัด,อ.เมืองสมุทรปราการ จ.สมุทรปราการ,"35,000","50,000",jobthai.com/th/company/job/1301824
2145,วิศวกรเคมี,14,Product Specialist (ผู้เชี่ยวชาญผลิตภัณฑ์เซฟตี้),บริษัท เอ็มมีเน้นซ์ อินเตอร์เนชั่นแนล จำกัด,เขตบางซื่อ กรุงเทพมหานคร,"25,000","30,000",jobthai.com/th/company/job/821120
2145,วิศวกรเคมี,15,วิศวกร การขาย Sale Engineer,บริษัท ดูรากรีต จำกัด,เขตดินแดง กรุงเทพมหานคร,"16,000","35,000",jobthai.com/th/company/job/477348
2145,วิศวกรเคมี,16,"Sale Representative, Sale Executive",บริษัท โปรบิลด์ ดีเวลลอปเมนท์ จำกัด,อ.เมืองนนทบุรี จ.นนทบุรี,"16,000","35,000",jobthai.com/th/company/job/735389
2145,วิศวกรเคมี,17,หัวหน้าไลน์ผลิต Leader (จบวิทยาศาสตร์/วิศวกรรมศาสตร์ - เคมี),บริษัท ไพรซ์ ออฟ วู้ด อินดรัสทรีส์ จำกัด,อ.สามโคก จ.ปทุมธานี,"15,000","20,000",jobthai.com/th/company/job/1289222
2145,วิศวกรเคมี,18,Sales Engineer,"Raise Engineering (Thailand) Co., Ltd.",เขตบางนา กรุงเทพมหานคร,"25,000","30,000",jobthai.com/th/company/job/851526
2145,วิศวกรเคมี,19,"Sale Representative, Sale Executive, Project Sale",บริษัท ดูรากรีต จำกัด,เขตดินแดง กรุงเทพมหานคร,"16,000","35,000",jobthai.com/th/company/job/605018
2145,วิศวกรเคมี,20,Product Sales (เครื่องมือวัดและควบคุมอุตสาหกรรม),บริษัท แสงชัยมิเตอร์ จำกัด,เขตพญาไท กรุงเทพมหานคร,"19,000","25,000",jobthai.com/th/company/job/739286
2145,วิศวกรเคมี,21,เจ้าหน้าที่สิ่งแวดล้อม,บริษัท พีรพัฒน์ เทคโนโลยี จำกัด (มหาชน),อ.เขาย้อย จ.เพชรบุรี,"17,000","22,000",jobthai.com/th/company/job/1179754
2145,วิศวกรเคมี,22,"Programmers, Senior Programmer (C#.Net)","บริษัท ยิบอินซอย จำกัด (Yip In Tsoi & Co.,Ltd. - YipInTsoi Group)",เขตบางรัก กรุงเทพมหานคร,"22,000","60,000",jobthai.com/th/company/job/1204807
